condition,subject,trial,phase,cycle_phase,target_angle,cursor_vis,midpoint_vis,endpoint_vis,cursor_sig,cursor_mp_sig,cursor_ep_sig,clamp,rot,instruct_phase,instruct_state
high,6,1,baseline_no_fb,1,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.384220116222467,"Please slice through the target as quickly and accurately as possible.
You will not see the cursor during this phase.",1.0
high,6,2,baseline_no_fb,1,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7348232073298657,,1.0
high,6,3,baseline_no_fb,1,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6143305064556297,,1.0
high,6,4,baseline_no_fb,1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.841441221923445,,1.0
high,6,5,baseline_no_fb,1,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.093150054076037,,1.0
high,6,6,baseline_no_fb,2,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14617868274550982,,1.0
high,6,7,baseline_no_fb,2,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.80497507282892,,1.0
high,6,8,baseline_no_fb,2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9591883450960252,,1.0
high,6,9,baseline_no_fb,2,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.7939442893907795,,1.0
high,6,10,baseline_no_fb,2,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0054305986701118,,1.0
high,6,11,baseline_continuous_fb,1,100,1.0,0.0,1.0,0.0,0.0,0.0,0.0,8.628050781017839,"You will now only see the cursor throughout your entire reach.
Please continue to slice through the target as quickly and accurately as possible.",1.0
high,6,12,baseline_continuous_fb,1,85,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.7443218417654442,,1.0
high,6,13,baseline_continuous_fb,1,95,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10.144710556322138,,1.0
high,6,14,baseline_continuous_fb,1,80,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-13.570547106206307,,1.0
high,6,15,baseline_continuous_fb,1,90,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-13.690256149080184,,1.0
high,6,16,baseline_continuous_fb,2,100,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-3.5567340281686652,,1.0
high,6,17,baseline_continuous_fb,2,90,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-15.651646609582958,,1.0
high,6,18,baseline_continuous_fb,2,85,1.0,0.0,1.0,0.0,0.0,0.0,0.0,12.561691813301886,,1.0
