condition,subject,trial,phase,cycle_phase,target_angle,cursor_vis,midpoint_vis,endpoint_vis,cursor_sig,cursor_mp_sig,cursor_ep_sig,clamp,rot,instruct_phase,instruct_state
low,1,1,baseline_no_fb,1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8974734329029637,"Please slice through the target as quickly and accurately as possible.
You will not see the cursor during this phase.",1.0
low,1,2,baseline_no_fb,1,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.208858070489825,,1.0
low,1,3,baseline_no_fb,1,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.505777475606222,,1.0
low,1,4,baseline_no_fb,1,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7458645514206936,,1.0
low,1,5,baseline_no_fb,1,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.174723314464022,,1.0
low,1,6,baseline_no_fb,2,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2333498346767928,,1.0
low,1,7,baseline_no_fb,2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3437606563572857,,1.0
low,1,8,baseline_no_fb,2,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6015668374317923,,1.0
low,1,9,baseline_no_fb,2,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3138359410989136,,1.0
low,1,10,baseline_no_fb,2,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6115292356698729,,1.0
low,1,11,baseline_continuous_fb,1,80,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-5.483990355914573,"You will now only see the cursor throughout your entire reach.
Please continue to slice through the target as quickly and accurately as possible.",1.0
low,1,12,baseline_continuous_fb,1,100,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.413970954840386,,1.0
low,1,13,baseline_continuous_fb,1,90,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7.302658001092565,,1.0
low,1,14,baseline_continuous_fb,1,85,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.1451933726456622,,1.0
low,1,15,baseline_continuous_fb,1,95,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.6590021720528485,,1.0
low,1,16,baseline_continuous_fb,2,85,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.423984326947722,,1.0
low,1,17,baseline_continuous_fb,2,90,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.85861120545716,,1.0
low,1,18,baseline_continuous_fb,2,80,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4999253510664959,,1.0
low,1,19,baseline_continuous_fb,2,100,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-5.37420858769288,,1.0
low,1,20,baseline_continuous_fb,2,95,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0339697804006014,,1.0
low,1,21,baseline_endpoint_fb,1,80,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-4.270699777604856,"You will now only see the cursor only at the endpoint of your reach.
Please continue to slice through the target as quickly and accurately as possible.",1.0
low,1,22,baseline_endpoint_fb,1,90,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.18230635254243394,,1.0
low,1,23,baseline_endpoint_fb,1,85,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-6.747808324623303,,1.0
low,1,24,baseline_endpoint_fb,1,100,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.4433045528912007,,1.0
low,1,25,baseline_endpoint_fb,1,95,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.285137301531071,,1.0
low,1,26,baseline_endpoint_fb,2,95,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.9749128191268066,,1.0
low,1,27,baseline_endpoint_fb,2,80,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-6.815907728810895,,1.0
low,1,28,baseline_endpoint_fb,2,90,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.1728544899082163,,1.0
low,1,29,baseline_endpoint_fb,2,85,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.7659078843236182,,1.0
low,1,30,baseline_endpoint_fb,2,100,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.820623074973772,,1.0
