condition,subject,trial,phase,cycle_phase,target_angle,cursor_vis,midpoint_vis,endpoint_vis,cursor_sig,cursor_mp_sig,cursor_ep_sig,clamp,rot,instruct_phase,instruct_state
low,35,1,baseline_no_fb,1,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6902789842010264,"Please slice through the target as quickly and accurately as possible.
You will not see the cursor during this phase.",1.0
low,35,2,baseline_no_fb,1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3309523166743418,,1.0
low,35,3,baseline_no_fb,1,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.9831640619618756,,1.0
low,35,4,baseline_no_fb,1,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6990676353622016,,1.0
low,35,5,baseline_no_fb,1,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4538460440063325,,1.0
low,35,6,baseline_no_fb,2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.778796388946288,,1.0
low,35,7,baseline_no_fb,2,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.065101620686799,,1.0
low,35,8,baseline_no_fb,2,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.1534131290729,,1.0
low,35,9,baseline_no_fb,2,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.41379578121944505,,1.0
low,35,10,baseline_no_fb,2,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.875395662903346,,1.0
low,35,11,baseline_continuous_fb,1,95,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.785784754931989,"You will now only see the cursor throughout your entire reach.
Please continue to slice through the target as quickly and accurately as possible.",1.0
low,35,12,baseline_continuous_fb,1,80,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.753732226712902,,1.0
low,35,13,baseline_continuous_fb,1,100,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.09226289206550212,,1.0
low,35,14,baseline_continuous_fb,1,85,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.46573971346752374,,1.0
low,35,15,baseline_continuous_fb,1,90,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.623772857103329,,1.0
