condition,subject,trial,phase,cycle_phase,target_angle,cursor_vis,midpoint_vis,endpoint_vis,cursor_sig,cursor_mp_sig,cursor_ep_sig,clamp,rot,instruct_phase,instruct_state
high,3,1,baseline_no_fb,1,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.2381213615928095,"Please slice through the target as quickly and accurately as possible.
You will not see the cursor during this phase.",1.0
high,3,2,baseline_no_fb,1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29065578355534594,,1.0
high,3,3,baseline_no_fb,1,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5184884786264669,,1.0
high,3,4,baseline_no_fb,1,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9771086589836948,,1.0
high,3,5,baseline_no_fb,1,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.952904303142802,,1.0
high,3,6,baseline_no_fb,2,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3901168951701754,,1.0
high,3,7,baseline_no_fb,2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.382419458277261,,1.0
high,3,8,baseline_no_fb,2,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.41266586333175,,1.0
high,3,9,baseline_no_fb,2,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.704463685100286,,1.0
high,3,10,baseline_no_fb,2,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.599503165345515,,1.0
high,3,11,baseline_continuous_fb,1,80,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-4.3170567885816205,"You will now only see the cursor throughout your entire reach.
Please continue to slice through the target as quickly and accurately as possible.",1.0
high,3,12,baseline_continuous_fb,1,100,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.12056383580453811,,1.0
high,3,13,baseline_continuous_fb,1,95,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-9.908766913236429,,1.0
high,3,14,baseline_continuous_fb,1,90,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2807683435654415,,1.0
high,3,15,baseline_continuous_fb,1,85,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-10.611316964049635,,1.0
high,3,16,baseline_continuous_fb,2,85,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-14.622056087213824,,1.0
high,3,17,baseline_continuous_fb,2,100,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.488207042509848,,1.0
high,3,18,baseline_continuous_fb,2,80,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-9.640982545386713,,1.0
high,3,19,baseline_continuous_fb,2,90,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-5.752864512699816,,1.0
