condition,subject,trial,phase,cycle_phase,target_angle,cursor_vis,midpoint_vis,endpoint_vis,cursor_sig,cursor_mp_sig,cursor_ep_sig,clamp,rot,instruct_phase,instruct_state
high,37,1,baseline_no_fb,1,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.432808603762041,"Please slice through the target as quickly and accurately as possible.
You will not see the cursor during this phase.",1.0
high,37,2,baseline_no_fb,1,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4463759173812027,,1.0
high,37,3,baseline_no_fb,1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3357558846862486,,1.0
high,37,4,baseline_no_fb,1,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.51601185030352,,1.0
high,37,5,baseline_no_fb,1,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.28618413833175,,1.0
high,37,6,baseline_no_fb,2,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0466362988601645,,1.0
high,37,7,baseline_no_fb,2,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.340500976545578,,1.0
high,37,8,baseline_no_fb,2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.755783469549365,,1.0
high,37,9,baseline_no_fb,2,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.708102296249884,,1.0
high,37,10,baseline_no_fb,2,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.539828404412525,,1.0
high,37,11,baseline_continuous_fb,1,85,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.195205684557692,"You will now only see the cursor throughout your entire reach.
Please continue to slice through the target as quickly and accurately as possible.",1.0
high,37,12,baseline_continuous_fb,1,95,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-4.155959272156703,,1.0
high,37,13,baseline_continuous_fb,1,90,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-4.225950437561616,,1.0
high,37,14,baseline_continuous_fb,1,80,1.0,0.0,1.0,0.0,0.0,0.0,0.0,16.456722735579376,,1.0
high,37,15,baseline_continuous_fb,1,100,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.8518432755280312,,1.0
high,37,16,baseline_continuous_fb,2,85,1.0,0.0,1.0,0.0,0.0,0.0,0.0,12.782324194253476,,1.0
high,37,17,baseline_continuous_fb,2,80,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-4.316517981958357,,1.0
high,37,18,baseline_continuous_fb,2,100,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.3489490890460956,,1.0
high,37,19,baseline_continuous_fb,2,90,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-7.757796643129513,,1.0
high,37,20,baseline_continuous_fb,2,95,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.5364995859998611,,1.0
high,37,21,baseline_endpoint_fb,1,95,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-10.30516633162409,"You will now only see the cursor only at the endpoint of your reach.
Please continue to slice through the target as quickly and accurately as possible.",1.0
high,37,22,baseline_endpoint_fb,1,90,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.2899103252751,,1.0
high,37,23,baseline_endpoint_fb,1,85,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-21.354899481442565,,1.0
high,37,24,baseline_endpoint_fb,1,100,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-9.655766126790375,,1.0
high,37,25,baseline_endpoint_fb,1,80,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-12.79173129281178,,1.0
high,37,26,baseline_endpoint_fb,2,85,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.6384232259554534,,1.0
high,37,27,baseline_endpoint_fb,2,90,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-17.7490081252854,,1.0
high,37,28,baseline_endpoint_fb,2,80,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.2388288494138084,,1.0
high,37,29,baseline_endpoint_fb,2,100,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33.97976282850133,,1.0
high,37,30,baseline_endpoint_fb,2,95,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.9631421051220518,,1.0
high,37,31,baseline_mixed_fb,1,100,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-20.782119747262026,"You will now only see the cursor at the endpoint of your reach on some trials.
On the other trials you will not recieve feedback at all.
Please continue to slice through the target as quickly and accurately as possible.",1.0
high,37,32,baseline_mixed_fb,1,80,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.963130250244289,,1.0
high,37,33,baseline_mixed_fb,1,85,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.7556648773126224,,1.0
high,37,34,baseline_mixed_fb,1,95,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-16.746456839454947,,1.0
high,37,35,baseline_mixed_fb,1,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9252637250211153,,1.0
high,37,36,baseline_mixed_fb,2,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.404602936931733,,1.0
high,37,37,baseline_mixed_fb,2,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.25729852334813,,1.0
high,37,38,baseline_mixed_fb,2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.797667591989168,,1.0
high,37,39,baseline_mixed_fb,2,95,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-8.756417320310877,,1.0
high,37,40,baseline_mixed_fb,2,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.447850308895074,,1.0
high,37,41,generalisation,1,90,0.0,0.0,1.0,0.0,0.0,0.0,1.0,32.46980696642312,"You will now be asked to reach to targets that you have not yet reached to.
You will not receive feedback of any kind for these reaches.Please continue to slice through the target as quickly and accurately as possible.",1.0
high,37,42,generalisation,1,85,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32.76471205722906,,1.0
